input_name,input_city,input_state,rssd_id,matched_name,entity_type,matched_city,matched_state,status,composite_score,name_score,cues_matched,confidence,validation_verdict,validation_reason_codes
Bridge Mortgage Bankers,Miami,FL,5909108,"ICE MORTGAGE TECHNOLOGIES HOLDINGS, INC.",DPS,JACKSONVILLE,FL,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Cheyenne State Bank,Cheyenne,WY,2602828,STATE BANK,NMB,GREEN RIVER,WY,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Pagoda Federal Credit Union,Reading,PA,401689,PAGODA FEDERAL CREDIT UNION,FCU,READING,PA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Lee County Bank,Ft Madison,IA,952846,BANK,SMB,WAPELLO,IA,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Putnam County Bank,Hurricane,WV,417626,PUTNAM COUNTY BANK,SMB,HURRICANE,WV,active,100.0,100.0,"state,city",strong,accept,composite_capped
Banks Wealth Management,Chorley,CT,2881445,"MASSMUTUAL PRIVATE WEALTH & TRUST, FSB",FSB,WINDSOR,CT,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Credit Union Staffing,,FL,80972,EDUCATIONAL FEDERAL CREDIT UNION,FCU,MIAMI,FL,active,99.5,85.5,state,strong,review,moderate_name_score
Evergreen Federal Bank,Grants Pass,OR,55970,EVERGREEN FEDERAL BANK,SAL,GRANTS PASS,OR,active,100.0,100.0,"state,city",strong,accept,composite_capped
Priority First Federal Credit Union,Dubois,PA,846682,PRIORITY FIRST FEDERAL CREDIT UNION,FCU,DU BOIS,PA,active,100.0,100.0,"state,city",strong,accept,"city_mismatch,composite_capped"
The First State Bank Of Red Wing,Red Wing,MN,818559,"FIRST STATE BANK OF RED WING, THE",NMB,RED WING,MN,active,100.0,93.5,"state,city",strong,accept,composite_capped
Autobank Financial Services,Ft Lauderdale,FL,4314031,"RAYMOND JAMES FINANCIAL SERVICES ADVISORS, INC.",DEO,SAINT PETERSBURG,FL,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Dillon Credit Union,Hutchinson,KS,98696,DILLON CREDIT UNION,SCU,HUTCHINSON,KS,active,100.0,100.0,"state,city",strong,accept,composite_capped
First National Bank Of Ava,AVA,IL,2204772,FIRST NATIONAL BANK,NAT,LEMONT,IL,closed,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
Members First Community Credit Union,Quincy,IL,628495,MEMBERS FIRST COMMUNITY CREDIT UNION,SCU,QUINCY,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
North County Credit Union,San Diego,CA,136981,NORTH COUNTY CREDIT UNION,SCU,SAN DIEGO,CA,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Libertad Bank Ssb,Austin,TX,311265,YOAKUM BANK,NMB,YOAKUM,TX,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
B-M S Federal Credit Union,New Brunswick,NJ,342184,B-M S FEDERAL CREDIT UNION,FCU,NEW BRUNSWICK,NJ,active,100.0,100.0,"state,city",strong,accept,composite_capped
Hopesouth Federal Credit Union,Abbeville,SC,681687,HOPESOUTH FEDERAL CREDIT UNION,FCU,ABBEVILLE,SC,active,100.0,100.0,"state,city",strong,accept,composite_capped
Crews Banking Corporation,Arcadia,FL,1081239,CREWS BANKING CORPORATION,BHC,WAUCHULA,FL,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Wells Bank,Platte City,MO,400057,FIRST STATE BANK OF THE OZARKS,NMB,PURDY,MO,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Cheshire County Federal Credit Union,Keene,NH,872083,CHESHIRE COUNTY FEDERAL CREDIT UNION,FCU,KEENE,NH,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Wb&T Bankshares,Waycross,GA,3264474,COASTAL BANKSHARES STATUTORY TRUST I,DEO,ATLANTA,GA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Vinings Bank,Smyrna,GA,3613559,VININGS BANK,NMB,SMYRNA,GA,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Fedstar Credit Union,College Sta,TX,546188,LONE STAR CREDIT UNION,SCU,DALLAS,TX,active,100.0,85.7,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Santa Barbara County Federal Credit Union,Santa Barbara,CA,751889,SANTA BARBARA COUNTY FEDERAL CREDIT UNION,FCU,SANTA BARBARA,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Kennedy Va Employees Federal Credit Union,Memphis,TN,891477,KENNEDY VA EMPLOYEES FEDERAL CREDIT UNION,FCU,MEMPHIS,TN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Dewitt Savings Bank,Clinton,IL,324975,DEWITT SAVINGS BANK,SSB,CLINTON,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Sumner Bank & Trust,Gallatin,TN,321152,LINEAGE BANK,NMB,FRANKLIN,TN,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
Venture Bank,minneapolis,MN,3049680,"VENTURE BANCSHARES, INC.",BHC,BLOOMINGTON,MN,closed,100.0,86.1,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Farmers & Merchants Bank Of South Carolina,Holly Hill,SC,282226,FARMERS AND MERCHANTS BANK OF SOUTH CAROLINA,NMB,HOLLY HILL,SC,active,100.0,95.3,"state,city",strong,accept,composite_capped
Highlands Union Bank,Petersburg,WV,101073,MEMBERS CHOICE WV FEDERAL CREDIT UNION,FCU,CHARLESTON,WV,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Eastern Indiana Federal Credit Union,New Castle,IN,264585,EASTERN INDIANA FEDERAL CREDIT UNION,FCU,NEW CASTLE,IN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Richland Federal Credit Union,Sidney,MT,587471,RICHLAND FEDERAL CREDIT UNION,FCU,SIDNEY,MT,active,100.0,100.0,"state,city",strong,accept,composite_capped
Gather Federal Credit Union,Lihue,HI,13082,GATHER FEDERAL CREDIT UNION,FCU,LIHUE,HI,active,100.0,100.0,"state,city",strong,accept,composite_capped
1St Trust Bank,Hazard,KY,641449,"CITIZENS BANK AND TRUST OF LEBANON, INC.",SMB,LEBANON,KY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Northern Interstate Bank N.A,Norway,MI,289056,"NORTHERN INTERSTATE BANK, NATIONAL ASSOCIATION",NAT,NORWAY,MI,active,100.0,86.8,"state,city",strong,review,"moderate_name_score,composite_capped"
Nevada Bank And Trust,Caliente,NV,400767,NEVADA BANK AND TRUST COMPANY,NMB,CALIENTE,NV,active,100.0,95.0,"state,city",strong,accept,composite_capped
Central Coast Federal Credit Union,Seaside,CA,144986,CENTRAL COAST FEDERAL CREDIT UNION,FCU,SEASIDE,CA,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Credit Card,London,TX,1764934,J.C. PENNEY MASTER CREDIT CARD TRUST,DEO,MIDLAND,TX,active,100.0,90.0,"state,city",strong,accept,"city_mismatch,composite_capped"
County Educators Federal Credit Union,Roselle Park,NJ,210087,J & J FEDERAL CREDIT UNION,FCU,MILLBURN,NJ,closed,100.0,86.4,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Blue Grass Savings Bank,Blue Grass,IA,794345,BLUE GRASS SAVINGS BANK,NMB,BLUE GRASS,IA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Section 705 Federal Credit Union,Lafayette,LA,772183,705 FEDERAL CREDIT UNION,FCU,LAFAYETTE,LA,active,100.0,95.0,"state,city",strong,accept,composite_capped
Mountain River Credit Union,Salida,CO,615299,MOUNTAIN RIVER CREDIT UNION,SCU,SALIDA,CO,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Carver State Bank,Savannah,GA,370833,CARVER STATE BANK,NMB,SAVANNAH,GA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Commodore Bank,Somerset,OH,646873,NEW CARLISLE FEDERAL SAVINGS BANK,CSA,NEW CARLISLE,OH,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Puget Sound Refinery Federal Credit Union,Anacortes,WA,116581,PUGET SOUND REFINERY FEDERAL CREDIT UNION,FCU,ANACORTES,WA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Rayne State Bank & Trust Co.,Rayne,LA,900034,RAYNE STATE BANK & TRUST COMPANY,NMB,RAYNE,LA,active,100.0,90.0,"state,city",strong,accept,composite_capped
First National Bank Of Alvin,Alvin,TX,2490285,FIRST NATIONAL BANK,NAT,ROTAN,TX,active,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
Sussex County Federal Credit Union,seaford,DE,352389,EDU FEDERAL CREDIT UNION,FCU,NEW CASTLE,DE,active,100.0,86.4,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Merchants And Manufacturers Bank,Joliet,IL,2022734,MERCHANTS AND MANUFACTURERS BANK CORPORATION,BHC,CHANNAHON,IL,closed,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
Sunrise Family Credit Union,essexville,MI,738198,SUNRISE FAMILY CREDIT UNION,SCU,BAY CITY,MI,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Plains State Bank,Humble,TX,972862,PLAINS STATE BANK,NMB,HUMBLE,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
New Republic Savings Bank,Roanoke Rapids,NC,2754222,NEW REPUBLIC BANK,NMB,CHARLOTTE,NC,active,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
First Midwest Bank Of Dexter,Dexter,MO,770853,FIRST MIDWEST BANK OF DEXTER,NMB,DEXTER,MO,active,100.0,100.0,"state,city",strong,accept,composite_capped
Members Choice Federal Credit Union,Bloomington,IN,569682,MEMBERS CHOICE FEDERAL CREDIT UNION,FCU,BLOOMINGTON,IN,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Sumitomo Trust & Banking,Hoboken,NJ,6028417,CLAR TRUST 1,DEO,FORT LEE,NJ,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Roslyn A Bankston Insurance Agency,Scottsdale,AZ,5977376,PV TITLE AGENCY LLC,DEO,PHOENIX,AZ,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Maple Bank,Champlin,MN,3971,MIDCOUNTRY BANK,CSA,BLOOMINGTON,MN,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Linn-Co Federal Credit Union,Lebanon,OR,136187,LANECO FEDERAL CREDIT UNION,FCU,EUGENE,OR,closed,100.0,90.9,state,strong,accept,"city_mismatch,composite_capped"
Stock Growers Bank,Napoleon,ND,992851,STOCK GROWERS BANK,NMB,FORMAN,ND,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Alpine Capital Bank,New York,NY,2889227,ALPINE CAPITAL BANK,NMB,NEW YORK,NY,active,100.0,100.0,"state,city",strong,accept,composite_capped
Old Ocean Federal Credit Union,Old Ocean,TX,710587,OLD OCEAN FEDERAL CREDIT UNION,FCU,OLD OCEAN,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Marathon Bank,Wausau,WI,596978,MARATHON BANK,SSB,WAUSAU,WI,active,100.0,100.0,"state,city",strong,accept,composite_capped
The Bank Of Canton,Canton,MA,853804,"BANK OF CANTON, THE",SSB,CANTON,MA,active,100.0,92.4,"state,city",strong,accept,composite_capped
The First National Bank & Trust Co. Of Iron Mountain,Iron Mountain,MI,251558,FIRST NATIONAL BANK & TRUST,NAT,IRON MOUNTAIN,MI,active,100.0,90.0,"state,city",strong,accept,composite_capped
Midwest Community Federal Credit Union,Defiance,OH,977380,MIDWEST COMMUNITY FEDERAL CREDIT UNION,FCU,DEFIANCE,OH,active,100.0,100.0,"state,city",strong,accept,composite_capped
Credit Spectrum Corp,Long Island City,NY,6682,EASTERN OPERATING ENGINEERS FEDERAL CREDIT UNION,FCU,WHITESTONE,NY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Friendly Hills Bank,Whittier,CA,987987,BEVERLY HILLS CITY EMPLOYEES FEDERAL CREDIT UNION,FCU,BEVERLY HILLS,CA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
New Carlisle Federal Savings Bank,New Carlisle,OH,646873,NEW CARLISLE FEDERAL SAVINGS BANK,CSA,NEW CARLISLE,OH,active,100.0,100.0,"state,city",strong,accept,composite_capped
Heritage Family Federal Credit Union,Rutland,VT,668192,HERITAGE FAMILY FEDERAL CREDIT UNION,FCU,RUTLAND,VT,active,100.0,100.0,"state,city",strong,accept,composite_capped
Wakefern Federal Credit Union,Elizabeth,NJ,868880,WAKEFERN FEDERAL CREDIT UNION,FCU,ELIZABETH,NJ,active,100.0,100.0,"state,city",strong,accept,composite_capped
United Banking Systems,Bala Cynwyd,PA,4400336,WORKERS UNITED,BHC,PHILADELPHIA,PA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Coastway Community Bank,Providence,RI,724904,SHOREHAM BANK,SAL,WARWICK,RI,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
The Yoakum National Bank,Yoakum,TX,311265,YOAKUM BANK,NMB,YOAKUM,TX,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,composite_capped"
Austin City Employees Credit Union,Austin,MN,507394,AUSTIN CITY EMPLOYEES CREDIT UNION,SCU,AUSTIN,MN,active,100.0,100.0,"state,city",strong,accept,composite_capped
First Atlantic Auto Credit,Riverside,RI,231297,CRANSTON MUNICIPAL EMPLOYEES CREDIT UNION,SCU,CRANSTON,RI,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Farmers & Merchants State Bank Of Pierz,Pierz,MN,728957,FARMERS AND MERCHANTS STATE BANK OF PIERZ,NMB,PIERZ,MN,active,100.0,95.0,"state,city",strong,accept,composite_capped
First Imperial Credit Union,El Centro,CA,987987,BEVERLY HILLS CITY EMPLOYEES FEDERAL CREDIT UNION,FCU,BEVERLY HILLS,CA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Kings Peak Credit Union,Roosevelt,UT,273792,KINGS PEAK CREDIT UNION,SCU,ROOSEVELT,UT,active,100.0,100.0,"state,city",strong,accept,composite_capped
Hometown Bank Of Corbin,Corbin,KY,4728629,HOMETOWN BANK OF CORBIN TRUST,NTC,CORBIN,KY,active,100.0,95.0,"state,city",strong,accept,composite_capped
Shamrock Bank Na,Coalgate,OK,830355,FIRST NATIONAL BANK & TRUST COMPANY OF MCALESTER,NAT,MCALESTER,OK,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
Bank Compensation Consulting,Plano,WY,548052,RNB STATE BANK,SMB,RAWLINS,WY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
First National Bank Of Kansas,Overland Park,KS,614256,FIRST NATIONAL BANK OF KANSAS,NAT,BURLINGTON,KS,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Chemco Federal Credit Union,Louisville,KY,473284,CHEMCO FEDERAL CREDIT UNION,FCU,LOUISVILLE,KY,active,100.0,100.0,"state,city",strong,accept,composite_capped
First National Bank In Taylorville,Taylorville,IL,177443,FIRST NATIONAL BANK IN TAYLORVILLE,NAT,TAYLORVILLE,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Pioneer Wv Federal Credit Union,Charleston,WV,437772,PIONEER APPALACHIA FEDERAL CREDIT UNION,FCU,CHARLESTON,WV,active,100.0,90.2,"state,city",strong,accept,composite_capped
Cumberland County Federal Credit Union,Falmouth,ME,50180,CUMBERLAND COUNTY FEDERAL CREDIT UNION,FCU,FALMOUTH,ME,active,100.0,100.0,"state,city",strong,accept,composite_capped
Brightside Credit Services,Laguna Hills,CA,987987,BEVERLY HILLS CITY EMPLOYEES FEDERAL CREDIT UNION,FCU,BEVERLY HILLS,CA,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
Mortgage Bankers Na,San Antonio,CA,3875656,SOUTH LAKE MORTGAGE BANKERS,DEO,PASADENA,CA,closed,100.0,86.9,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Franklin Trust Federal Credit Union,Hartford,CT,56678,FRANKLIN TRUST FEDERAL CREDIT UNION,FCU,HARTFORD,CT,active,100.0,100.0,"state,city",strong,accept,composite_capped
Kirkwood Bank & Trust,Bismarck,ND,908450,KIRKWOOD BANK AND TRUST COMPANY,NMB,BISMARCK,ND,active,100.0,90.2,"state,city",strong,accept,composite_capped
Stcu Credit Union,springfield,MA,85995,SETCO CREDIT UNION,SCU,SPRINGFIELD,MA,closed,100.0,91.4,"state,city",strong,accept,composite_capped
Merrimack County Savings Bank,Concord,NH,74403,MERRIMACK COUNTY SAVINGS BANK,SSB,CONCORD,NH,active,100.0,100.0,"state,city",strong,accept,composite_capped
Starcor Credit Union,Becker,MN,978097,STARCOR CREDIT UNION,SCU,BECKER,MN,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Plattsmouth State Bank,Plattsmouth,NE,1155,RVR BANK,NMB,FREMONT,NE,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
Omaha Police Federal Credit Union,Omaha,NE,318581,OMAHA POLICE FEDERAL CREDIT UNION,FCU,OMAHA,NE,active,100.0,100.0,"state,city",strong,accept,composite_capped
Colorado Bankers Life Insurance Company,,NC,5403110,PRIMIS MORTGAGE COMPANY,DEO,WILMINGTON,NC,active,99.5,85.5,state,strong,review,moderate_name_score
Stonebridge Bank,Minneapolis,PA,399517,CNB BANK,SMB,CLEARFIELD,PA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
First State Bank Of Forsyth,Forsyth,MT,597658,FIRST STATE BANK OF FORSYTH,NMB,FORSYTH,MT,active,100.0,100.0,"state,city",strong,accept,composite_capped
Columbus United Federal Credit Union,Columbus,NE,58775,BY FEDERAL CREDIT UNION,FCU,OMAHA,NE,closed,100.0,85.9,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Naft Federal Credit Union,Pharr,TX,811587,NAFT FEDERAL CREDIT UNION,FCU,PHARR,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Integrity First Bank,Mountain Home,AR,379649,FIRST NATIONAL BANK OF IZARD COUNTY,NAT,CALICO ROCK,AR,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
East River Federal Credit Union,Madison,SD,567987,EAST RIVER FEDERAL CREDIT UNION,FCU,MADISON,SD,active,100.0,100.0,"state,city",strong,accept,composite_capped
New Hampshire Bankers Association,Concord,NH,265407,BANK OF NEW HAMPSHIRE,SMB,LACONIA,NH,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Northwest Consumers Federal Credit Union,traverse city,MI,490889,NORTHWEST CONSUMERS FEDERAL CREDIT UNION,FCU,TRAVERSE CITY,MI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Citizens State Bank Of Ontonagon,Ontonagon,MI,356752,CITIZENS STATE BANK,SMB,ROYAL OAK,MI,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
U.P Connection Federal Credit Union,Omaha,NE,455673,U.P. CONNECTION FEDERAL CREDIT UNION,FCU,OMAHA,NE,active,100.0,98.6,"state,city",strong,accept,composite_capped
Prospectors Federal Credit Union,Diamond Bar,CA,168982,PROSPECTORS FEDERAL CREDIT UNION,FCU,DIAMOND BAR,CA,closed,100.0,100.0,"state,city",strong,accept,composite_capped
American Spirit Federal Credit Union,Newark,DE,453688,AMERICAN SPIRIT FEDERAL CREDIT UNION,FCU,NEWARK,DE,active,100.0,100.0,"state,city",strong,accept,composite_capped
Pct Federal Credit Union,west wareham,MA,641971,SPINC FEDERAL CREDIT UNION,FCU,LEE,MA,closed,100.0,92.0,state,strong,accept,"city_mismatch,composite_capped"
Sanger Bank,Sanger,TX,336361,SANGER BANK,SMB,SANGER,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Archer Heights Credit Union,Chicago,IL,117690,ARCHER HEIGHTS CREDIT UNION,SCU,CHICAGO,IL,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Ohio Healthcare Federal Credit Union,Dublin,OH,489098,"OHIO HEALTHCARE FEDERAL CREDIT UNION, INC.",FCU,DUBLIN,OH,active,100.0,92.3,"state,city",strong,accept,composite_capped
Montana Credit Unions For Community Development,Helena,MT,133476,SKY FEDERAL CREDIT UNION,FCU,LIVINGSTON,MT,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Savanna Thomson State Bank,Savanna,IL,266244,STATE BANK,NMB,WATERLOO,IL,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Central Star Credit Union,,KS,29999,CENTRAL STAR CREDIT UNION,SCU,WICHITA,KS,closed,100.0,100.0,state,strong,accept,composite_capped
Aaa Federal Credit Union,South Bend,IN,591375,A A A FEDERAL CREDIT UNION,FCU,SOUTH BEND,IN,closed,100.0,96.0,"state,city",strong,accept,composite_capped
Waldo State Bank,Waldo,WI,131940,WALDO STATE BANK,NMB,WALDO,WI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Connecticut Bankers Association,Farmington,CT,2756909,"CONNECTICUT COMMUNITY BANK, NATIONAL ASSOCIATION",NAT,NORWALK,CT,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
First Federal Savings Bank Of Champaign Urbana,Champaign,IL,346771,FIRST FEDERAL SAVINGS BANK OF CHAMPAIGN-URBANA,FSB,CHAMPAIGN,IL,active,100.0,97.8,"state,city",strong,accept,composite_capped
Integris Federal Credit Union,Oklahoma City,OK,254184,INTEGRIS FEDERAL CREDIT UNION,FCU,OKLAHOMA CITY,OK,active,100.0,100.0,"state,city",strong,accept,composite_capped
Tendto Credit Union,Erie,PA,755896,TENDTO FEDERAL CREDIT UNION,FCU,ERIE,PA,active,100.0,95.0,"state,city",strong,accept,composite_capped
Northern Star Credit Union,Portsmouth,VA,260091,"NORTHERN STAR CREDIT UNION, INC.",SCU,PORTSMOUTH,VA,active,100.0,89.7,"state,city",strong,review,"moderate_name_score,composite_capped"
Befit Financial Federal Credit Union,Vacaville,CA,243580,BEFIT FINANCIAL FEDERAL CREDIT UNION,FCU,VACAVILLE,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Tri-State Livestock Credit Corp,Rancho Cordova,CA,987987,BEVERLY HILLS CITY EMPLOYEES FEDERAL CREDIT UNION,FCU,BEVERLY HILLS,CA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
