input_name,input_city,input_state,rssd_id,matched_name,entity_type,matched_city,matched_state,status,composite_score,name_score,cues_matched,confidence
Peru Federal Savings Bank,Peru,IL,305077,PERU FEDERAL SAVINGS BANK,FSB,PERU,IL,active,100.0,100.0,"state,city",strong
Jonah Bank Of Wyoming,Casper,WY,3412417,JONAH BANK OF WYOMING,SMB,CASPER,WY,active,100.0,100.0,"state,city",strong
South Bay Credit Union,Redondo Beach,CA,810599,SOUTH BAY CREDIT UNION,SCU,REDONDO BEACH,CA,active,100.0,100.0,"state,city",strong
Haskell National Bank,Haskell,TX,170257,HASKELL NATIONAL BANK,NAT,HASKELL,TX,active,100.0,100.0,"state,city",strong
Onb Bank,Rochester,MN,3971,MIDCOUNTRY BANK,CSA,BLOOMINGTON,MN,active,100.0,85.5,state,strong
California Business Bank,Irvine,CA,3390337,CALIFORNIA BUSINESS BANK,NMB,IRVINE,CA,active,100.0,100.0,"state,city",strong
Hometown Federal Credit Union,Peru,MN,77486,HOME TOWN FEDERAL CREDIT UNION,FCU,OWATONNA,MN,active,100.0,98.3,state,strong
Lakeshore Federal Credit Union,Muskegon,MI,383888,LAKESHORE FEDERAL CREDIT UNION,FCU,MUSKEGON,MI,active,100.0,100.0,"state,city",strong
Jefferson Credit Union,Hoover,AL,722692,JEFFERSON CREDIT UNION,SCU,HOOVER,AL,active,100.0,100.0,"state,city",strong
Credit Financial Group,Indian Trail,NC,5726556,PIEDMONT FINANCIAL HOLDING COMPANY,SLHC,WINSTON SALEM,NC,active,100.0,85.5,"state,city",strong
Savannah Postal Credit Union,Savannah,GA,1389177,SAVANNAH POSTAL CREDIT UNION,SCU,SAVANNAH,GA,active,100.0,100.0,"state,city",strong
Cheviot Savings Bank,Cincinnati,OH,646873,NEW CARLISLE FEDERAL SAVINGS BANK,CSA,NEW CARLISLE,OH,active,100.0,85.5,state,strong
Columbus Bank & Trust Company,Columbus,NE,241559,COLUMBUS BANK AND TRUST COMPANY,NMB,COLUMBUS,NE,active,100.0,93.3,"state,city",strong
Interamerican Bank,Miami,FL,221775,"INTERAMERICAN BANK, A FEDERAL SAVINGS BANK",FSB,MIAMI,FL,active,100.0,90.0,"state,city",strong
Brewery Credit Union,Milwaukee,WI,562290,BREWERY CREDIT UNION,SCU,MILWAUKEE,WI,active,100.0,100.0,"state,city",strong
First Oklahoma Bank,Jenks,OK,75259,FIRST OKLAHOMA BANK,NMB,JENKS,OK,active,100.0,100.0,"state,city",strong
Osgood State Bank,Osgood,OH,646873,NEW CARLISLE FEDERAL SAVINGS BANK,CSA,NEW CARLISLE,OH,active,100.0,85.5,state,strong
Bank Of The Bluegrass & Trust Co.,Lexington,KY,1006513,BANK OF THE BLUEGRASS AND TRUST CO.,NMB,LEXINGTON,KY,active,100.0,94.1,"state,city",strong
Standard Bank Pasb,Murrysville,PA,399517,CNB BANK,SMB,CLEARFIELD,PA,active,100.0,85.5,state,strong
Pt Bank Negara Indonesia New York,New York,NY,601416,FIVE STAR BANK,SMB,ROCHESTER,NY,active,100.0,85.5,state,strong
Branson Bank,Branson,MO,2861317,BRANSON BANK,NMB,BRANSON,MO,active,100.0,100.0,"state,city",strong
The Dime Bank,Honesdale,OH,275013,DIME BANK,NMB,AKRON,OH,closed,100.0,95.0,"state,city",strong
Mortgage Banking,tehachapi,CA,3871751,"AMERIHOME MORTGAGE COMPANY, LLC",DEO,THOUSAND OAKS,CA,active,100.0,85.5,state,strong
Accentra Credit Union,Austin,MN,240598,ACCENTRA CREDIT UNION,SCU,AUSTIN,MN,active,100.0,100.0,"state,city",strong
Bossier Federal Credit Union,Bossier City,LA,317388,BOSSIER FEDERAL CREDIT UNION,FCU,BOSSIER CITY,LA,active,100.0,100.0,"state,city",strong
Western New York Federal Credit Union,West Seneca,NY,561583,WESTERN NEW YORK FEDERAL CREDIT UNION,FCU,WEST SENECA,NY,active,100.0,100.0,"state,city",strong
Americo Federal Credit Union,Erie,PA,391182,AMERICO FEDERAL CREDIT UNION,FCU,ERIE,PA,active,100.0,100.0,"state,city",strong
Florida Business Bank,Melbourne,FL,2805432,"FLORIDA BUSINESS BANCGROUP, INC.",BHC,TAMPA,FL,closed,100.0,87.8,state,strong
Tri-State Bank Of Memphis,Memphis,TN,321152,LINEAGE BANK,NMB,FRANKLIN,TN,active,100.0,85.5,state,strong
Pasadena Service Federal Credit Union,Pasadena,CA,368371,PASADENA SERVICE FEDERAL CREDIT UNION,FCU,PASADENA,CA,closed,100.0,100.0,"state,city",strong
Blue Ridge Bank And Trust Co.,Independence,MO,935250,BLUE RIDGE BANK AND TRUST CO.,NMB,INDEPENDENCE,MO,active,100.0,100.0,"state,city",strong
First Columbia Bank & Trust Co.,Bloomsburg,PA,399517,CNB BANK,SMB,CLEARFIELD,PA,active,100.0,85.5,state,strong
Transtar Federal Credit Union,Houston,TX,438881,TRANSTAR FEDERAL CREDIT UNION,FCU,HOUSTON,TX,closed,100.0,100.0,"state,city",strong
Your Hometown Federal Credit Union,Mayfield,KY,648484,YOUR HOMETOWN FEDERAL CREDIT UNION,FCU,MAYFIELD,KY,active,100.0,100.0,"state,city",strong
Bank Of Utica,Utica,NY,254317,BANK OF UTICA,NMB,UTICA,NY,active,100.0,100.0,"state,city",strong
Discovery Federal Credit Union,Wyomissing,PA,37985,DISCOVERY FEDERAL CREDIT UNION,FCU,WYOMISSING,PA,active,100.0,100.0,"state,city",strong
Financial Educators Federal Credit Union,daytona beach,FL,363282,FINANCIAL EDUCATORS FEDERAL CREDIT UNION,FCU,DAYTONA BEACH,FL,active,100.0,100.0,"state,city",strong
Bank Of The Flint Hills,Wamego,KS,552059,BANK OF THE FLINT HILLS,SMB,WAMEGO,KS,active,100.0,100.0,"state,city",strong
Valor Credit Union,scranton,PA,405986,VALOR FEDERAL CREDIT UNION,FCU,SCRANTON,PA,closed,100.0,95.0,"state,city",strong
Pedestal Bank,Houma,LA,2909554,"PEDESTAL BANCSHARES, INC.",FHD,HOUMA,LA,closed,100.0,86.4,"state,city",strong
Tustin Community Bank,Tustin,CA,1418255,TUSTIN COMMUNITY BANK,NMB,TUSTIN,CA,active,100.0,100.0,"state,city",strong
York State Bank,Elmhurst,NE,731050,YORK STATE BANK,NMB,YORK,NE,active,100.0,100.0,state,strong
South Georgia Banking Company,Tifton,GA,767732,SOUTH GEORGIA BANKING COMPANY,NMB,OMEGA,GA,active,100.0,100.0,state,strong
Newfirst National Bank,El Campo,TX,938859,NEWFIRST NATIONAL BANK,NAT,EL CAMPO,TX,active,100.0,100.0,"state,city",strong
The Bippus State Bank,Huntington,IN,443148,"BIPPUS STATE BANK, THE",NMB,HUNTINGTON,IN,active,100.0,92.8,"state,city",strong
First Citizens State Bank,Whitewater,IN,43146,FIRST CITIZENS STATE BANK,NMB,MONROEVILLE,IN,closed,100.0,100.0,state,strong
Valley Isle Community Federal Credit Union,Kahului,HI,372976,VALLEY ISLE COMMUNITY FEDERAL CREDIT UNION,FCU,KAHULUI,HI,active,100.0,100.0,"state,city",strong
Mcnb Bank And Trust,Welch,WV,20633,MCNB BANK AND TRUST CO.,NMB,WELCH,WV,active,100.0,95.0,"state,city",strong
Pasadena Federal Credit Union,Pasadena,CA,790879,PASADENA FEDERAL CREDIT UNION,FCU,PASADENA,CA,active,100.0,100.0,"state,city",strong
Pioneer Valley Federal Credit Union,Springfield,MA,426691,PIONEER VALLEY FEDERAL CREDIT UNION,FCU,SPRINGFIELD,MA,active,100.0,100.0,"state,city",strong
First American National Bank,Iuka,TN,966731,FIRST NATIONAL BANK,NAT,ONEIDA,TN,active,100.0,95.0,"state,city",strong
Business Bank Of Texas,Austin,TX,925653,BANK OF TEXAS,SMB,MIDLAND,TX,active,100.0,90.0,state,strong
Riegel Federal Credit Union,Milford,NJ,385882,RIEGEL FEDERAL CREDIT UNION,FCU,MILFORD,NJ,active,100.0,100.0,"state,city",strong
Champion Credit Corp,Waco,AR,5786372,PEOPLE TRUST COMMUNITY FEDERAL CREDIT UNION,FCU,NORTH LITTLE ROCK,AR,active,100.0,85.5,state,strong
Trinity Bank,Fort Worth,NC,2855950,TRINITY BANK,NMB,MONROE,NC,closed,100.0,100.0,"state,city",strong
Prairieland Federal Credit Union,Normal,IL,22570,PRAIRIELAND FEDERAL CREDIT UNION,FCU,NORMAL,IL,closed,100.0,100.0,"state,city",strong
The Pineries Bank,Stevens Point,WI,674344,"PINERIES BANK, THE",NMB,STEVENS POINT,WI,active,100.0,92.3,"state,city",strong
Sg Credit Partners,Newport Beach,CA,47489,"CREDIT UNION OF SOUTHERN CALIFORNIA, A FEDERAL CREDIT UNION",FCU,ANAHEIM,CA,active,100.0,85.5,state,strong
Nebraska Credit Union League,Omaha,NE,143859,NEBRASKA BANK,NMB,DODGE,NE,active,100.0,85.5,state,strong
State Bank Of Lincoln,Lincoln,IL,266244,STATE BANK,NMB,WATERLOO,IL,active,100.0,90.0,state,strong
Hawaii Stevedores-castle & Cooke- Hawaii Federal Credit Union,Honolulu,HI,842479,HAWAII STEVEDORES/CASTLE & COOKE-HAWAII FEDERAL CREDIT UNION,FCU,HONOLULU,HI,closed,100.0,97.5,"state,city",strong
Energy Plus Credit Union,Indianapolis,IN,105697,ENERGY PLUS CREDIT UNION,SCU,INDIANAPOLIS,IN,active,100.0,100.0,"state,city",strong
The First Central National Bank,St. Paris,OH,165628,FIRST FINANCIAL BANK,SMB,CINCINNATI,OH,active,100.0,85.5,state,strong
Peninsula Bank,Princess Anne,MD,533124,"HARBOR BANK OF MARYLAND, THE",NMB,BALTIMORE,MD,active,100.0,85.5,state,strong
Technicolor Federal Credit Union,Burbank,CA,587284,TECHNICOLOR FEDERAL CREDIT UNION,FCU,BURBANK,CA,active,100.0,100.0,"state,city",strong
American Metro Bank,Chicago,IL,2533043,AMERICAN METRO BANK,NMB,CHICAGO,IL,active,100.0,100.0,"state,city",strong
First National Bank Of Eastern Arkansas,Forrest City,AR,251745,FIRST NATIONAL BANK OF EASTERN ARKANSAS,NAT,FORREST CITY,AR,active,100.0,100.0,"state,city",strong
West Pointe Bank,Oshkosh,WI,2371816,WEST POINTE BANK,NMB,OSHKOSH,WI,active,100.0,100.0,"state,city",strong
Lincoln National Bank,Hodgenville,KY,553944,"LINCOLN NATIONAL BANK OF HODGENVILLE, THE",NAT,HODGENVILLE,KY,active,100.0,90.0,"state,city",strong
Bank Of Travelers Rest,Travelers Rest,SC,589523,BANK OF TRAVELERS REST,NMB,TRAVELERS REST,SC,active,100.0,100.0,"state,city",strong
El Reno Ril Credit Union,El Reno,OK,607995,EL RENO R.I.L. CREDIT UNION,SCU,EL RENO,OK,closed,100.0,94.1,"state,city",strong
Lakeside State Bank,Oologah,ND,929352,BELL BANK,NMB,FARGO,ND,active,100.0,85.5,state,strong
Firefighters Credit Union,Indianapolis,WI,854995,FIREFIGHTERS CREDIT UNION,SCU,LA CROSSE,WI,active,100.0,100.0,state,strong
Holladay Bank & Trust,Salt Lake City,UT,3212149,"UBS BANK USA, NATIONAL ASSOCIATION",NAT,SALT LAKE CITY,UT,active,100.0,85.5,"state,city",strong
Ann Arbor State Bank,Ann Arbor,MI,2390929,BANK OF ANN ARBOR,NMB,ANN ARBOR,MI,active,100.0,85.8,"state,city",strong
Seven Seventeen Credit Union,Warren,OH,306298,SEVEN SEVENTEEN CREDIT UNION INC,SCU,WARREN,OH,active,100.0,95.0,"state,city",strong
Kornerstone Credit,South Jordan,UT,435899,CANYON VIEW FEDERAL CREDIT UNION,FCU,SALT LAKE CITY,UT,active,100.0,85.5,state,strong
Bourns Employees Federal Credit Union,riverside,CA,159083,BOURNS EMPLOYEES FEDERAL CREDIT UNION,FCU,RIVERSIDE,CA,closed,100.0,100.0,"state,city",strong
Prospect Bank,Paris,IL,738143,PROSPECT BANK,NMB,PARIS,IL,active,100.0,100.0,"state,city",strong
Plaza Bank,Seattle,TX,897068,"PLAZA BANK, N.A.",NAT,NEW BRAUNFELS,TX,closed,100.0,90.0,state,strong
Accredited Lock Supply,Richfield,NV,3474228,CREDIGY LTD.,DEO,LAS VEGAS,NV,active,73.3,57.3,state,moderate
Midwest Members Credit Union,Wood River,IL,882578,MIDWEST MEMBERS CREDIT UNION,SCU,WOOD RIVER,IL,active,100.0,100.0,"state,city",strong
Athol Credit Union,Athol,MA,428798,ATHOL CREDIT UNION,SCU,ATHOL,MA,active,100.0,100.0,"state,city",strong
Security Bank Minnesota,Albert Lea,MN,295057,SECURITY BANK MINNESOTA,NMB,ALBERT LEA,MN,active,100.0,100.0,"state,city",strong
5 Star Community Credit Union,Mt Pleasant,IA,263494,5 STAR COMMUNITY CREDIT UNION,SCU,MOUNT PLEASANT,IA,active,100.0,100.0,"state,city",strong
Peopleschoice Credit Union,Saco,ME,345783,PEOPLESCHOICE CREDIT UNION,SCU,SACO,ME,active,100.0,100.0,"state,city",strong
Central Maine Federal Credit Union,Lewiston,ME,583884,CENTRAL MAINE FEDERAL CREDIT UNION,FCU,LEWISTON,ME,active,100.0,100.0,"state,city",strong
Solano First Federal Credit Union,Fairfield,CA,209885,SOLANO FIRST FEDERAL CREDIT UNION,FCU,FAIRFIELD,CA,closed,100.0,100.0,"state,city",strong
Belmont Bank And Trust,Chicago,IL,340443,FIRST NATIONAL BANK IN PINCKNEYVILLE,NAT,PINCKNEYVILLE,IL,active,100.0,85.5,state,strong
Gardiner Federal Credit Union,Gardiner,ME,469184,GARDINER FEDERAL CREDIT UNION,FCU,GARDINER,ME,active,100.0,100.0,"state,city",strong
Ferguson Federal Credit Union,Monticello,MS,742681,FERGUSON FEDERAL CREDIT UNION,FCU,TYLERTOWN,MS,active,100.0,100.0,state,strong
First National Bank Of Manchester,Manchester,KY,719610,"FIRST NATIONAL BANK OF MANCHESTER, THE",NAT,MANCHESTER,KY,active,100.0,93.0,"state,city",strong
Scs Credit Corp,South Bend,IN,105697,ENERGY PLUS CREDIT UNION,SCU,INDIANAPOLIS,IN,active,100.0,85.5,state,strong
Citizens State Bank Of La Crosse,La Crosse,WI,447557,CITIZENS STATE BANK - LA CROSSE,NMB,LA CROSSE,WI,active,100.0,95.2,"state,city",strong
First Community Bank Of Central Alabama,Wetumpka,AL,3034257,FIRST COMMUNITY BANK OF CENTRAL ALABAMA,NMB,WETUMPKA,AL,active,100.0,100.0,"state,city",strong
Belen Railway Employees Credit Union,Belen,NM,1018048,CG EMPLOYEES CREDIT UNION,SCU,ALBUQUERQUE,NM,closed,100.0,88.9,state,strong
Portland Local 8 Federal Credit Union,Portland,OR,378389,PORTLAND LOCAL NO. 8 FEDERAL CREDIT UNION,FCU,PORTLAND,OR,closed,100.0,95.0,"state,city",strong
Regional Members Federal Credit Union,Columbus,GA,110477,REGIONAL MEMBERS FEDERAL CREDIT UNION,FCU,COLUMBUS,GA,active,100.0,100.0,"state,city",strong
Credit Services Of America,Little Elm,GA,5487969,"VILLAGES OF EAST LAKE REDEVELOPMENT, LP",DEO,ATLANTA,GA,active,100.0,85.5,state,strong
Pennsylvania Credit Union Association,Harrisburg,PA,322391,PENNSYLVANIA UCC CREDIT UNION,SCU,HERSHEY,PA,closed,100.0,88.0,state,strong
First Western Bank,Rapid City,NC,6130280,FIRST CITIZENS SECURITIZATION DEPOSITOR LLC,DEO,RALEIGH,NC,active,100.0,85.5,state,strong
Bank Of Little Rock,Little Rock,AR,1397471,BANK OF LITTLE ROCK,SMB,LITTLE ROCK,AR,active,100.0,100.0,"state,city",strong
Columbus Metro Federal Credit Union,Columbus,OH,493189,COLUMBUS METRO FEDERAL CREDIT UNION,FCU,COLUMBUS,OH,closed,100.0,100.0,"state,city",strong
Premier Bank Rochester,Rochester,MN,33259,PREMIER BANK,NMB,MAPLEWOOD,MN,active,100.0,90.0,state,strong
Bank Of Milton,Milton,WI,426945,BANK OF MILTON,NMB,MILTON,WI,active,100.0,100.0,"state,city",strong
Mechanics Savings Bank,auburn,ME,137205,MACHIAS SAVINGS BANK,SSB,MACHIAS,ME,active,100.0,85.7,state,strong
Clean Energy Federal Credit Union,Centennial,CO,5167065,CLEAN ENERGY FEDERAL CREDIT UNION,FCU,CENTENNIAL,CO,active,100.0,100.0,"state,city",strong
Golden Valley Federal Credit Union,Manteca,CA,670784,GOLDEN VALLEY FEDERAL CREDIT UNION,FCU,MANTECA,CA,active,100.0,100.0,"state,city",strong
First Coast Federal Credit Union,Jacksonville,FL,853578,FIRST COAST FEDERAL CREDIT UNION,FCU,JACKSONVILLE,FL,closed,100.0,100.0,"state,city",strong
Dc Federal Credit Union,Washington,DC,793487,DC FEDERAL CREDIT UNION,FCU,WASHINGTON,DC,active,100.0,100.0,"state,city",strong
Mohave Community Federal Credit Union,kingman,AZ,66985,MOHAVE COMMUNITY FEDERAL CREDIT UNION,FCU,KINGMAN,AZ,active,100.0,100.0,"state,city",strong
The Peoples Savings Bank,Urbana,OH,644374,PEOPLES SAVINGS BANK,SAL,XENIA,OH,closed,100.0,95.0,state,strong
Sewickley Savings Bank,Sewickley,PA,678070,SEWICKLEY SAVINGS BANK,SSB,SEWICKLEY,PA,active,100.0,100.0,"state,city",strong
Bay Cities Credit Union,Hayward,CA,503190,BAY CITIES CREDIT UNION,SCU,HAYWARD,CA,active,100.0,100.0,"state,city",strong
Albany Bank & Trust Co Na,Chicago,IL,556936,FORESIGHT BANK,NMB,WINNEBAGO,IL,active,100.0,85.5,"state,city",strong
Castle Credit Co Holdings,Chicago,IL,720698,MIDWEST COALITION OF LABOR CREDIT UNION,SCU,COUNTRYSIDE,IL,active,100.0,85.5,state,strong
Bank Of Dudley,Dudley,GA,546535,BANK OF DUDLEY,NMB,DUDLEY,GA,active,100.0,100.0,"state,city",strong
The Victory Bank,Limerick,PA,399517,CNB BANK,SMB,CLEARFIELD,PA,active,100.0,85.5,state,strong
State Bank Of Reeseville,Reeseville,WI,159645,STATE BANK OF REESEVILLE,NMB,REESEVILLE,WI,active,100.0,100.0,"state,city",strong
Palisades Federal Credit Union,Pearl River,NY,201973,PALISADES FEDERAL CREDIT UNION,FCU,PEARL RIVER,NY,active,100.0,100.0,"state,city",strong
Acclaim Federal Credit Union,Greensboro,NC,754880,ACCLAIM FEDERAL CREDIT UNION,FCU,GREENSBORO,NC,active,100.0,100.0,"state,city",strong
Credit Union Department Of The State Of Texas,Austin,TX,88352,FIRST STATE BANK OF BEDIAS,NMB,BEDIAS,TX,active,100.0,85.5,state,strong
Federal Home Loan Bank Of,Cincinnati,OH,346379,FIRST FEDERAL COMMUNITY BANK OF BUCYRUS,CSA,BUCYRUS,OH,active,100.0,85.5,state,strong
Bank Of Little Rock Mortgage,Little Rock,AR,1397471,BANK OF LITTLE ROCK,SMB,LITTLE ROCK,AR,active,100.0,95.0,"state,city",strong
Prudential Bank,Philadelphia,PA,3314584,"PRUDENTIAL BANCORP, INC.",BHC,PHILADELPHIA,PA,closed,100.0,86.9,"state,city",strong
Educational Employees Credit Union,Fresno,CA,504898,EDUCATIONAL EMPLOYEES CREDIT UNION,SCU,FRESNO,CA,active,100.0,100.0,"state,city",strong
University National Bank,Lawrence,KS,2738044,"UNIVERSITY NATIONAL BANCSHARES, INC.",BHC,PITTSBURG,KS,closed,100.0,88.1,state,strong
Allied Federal Credit Union,Arlington,TX,233282,ALLIED FEDERAL CREDIT UNION,FCU,ARLINGTON,TX,active,100.0,100.0,"state,city",strong
Northern Illinois Federal Credit Union,Dekalb,IL,309486,NORTHERN ILLINOIS FEDERAL CREDIT UNION,FCU,DEKALB,IL,active,100.0,100.0,"state,city",strong
Citizens First National Bank,Princeton,IA,424240,CITIZENS FIRST NATIONAL BANK,NAT,STORM LAKE,IA,active,100.0,100.0,state,strong
Clarkston State Bank,Clarkston,MI,819743,CLARKSTON STATE BANK,SMB,CLARKSTON,MI,closed,100.0,100.0,"state,city",strong
Canals & Trails Credit Union,Lockport,IL,711687,CANALS & TRAILS CREDIT UNION,SCU,LOCKPORT,IL,active,100.0,100.0,"state,city",strong
Mark Credit,Franklin,LA,48570,EPIC FEDERAL CREDIT UNION,FCU,METAIRIE,LA,active,100.0,85.5,state,strong
Westar Federal Credit Union,camillus,NY,169680,WESTAR FEDERAL CREDIT UNION,FCU,CAMILLUS,NY,active,100.0,100.0,"state,city",strong
Bank Of Lake Mills,Lake Mills,WI,477349,BANK OF LAKE MILLS,NMB,LAKE MILLS,WI,active,100.0,100.0,"state,city",strong
Credit2B,South Plainfield,NJ,397782,JERSEY SHORE FEDERAL CREDIT UNION,FCU,NORTHFIELD,NJ,active,99.4,73.3,"state,city",strong
Liberty Bank Minnesota,Saint Cloud,MN,1387203,LIBERTY BANK MINNESOTA,SMB,SAINT CLOUD,MN,active,100.0,100.0,"state,city",strong
First State Bank Of Brownsboro,Brownsboro,TX,229454,FIRST STATE BANK OF BROWNSBORO,NMB,BROWNSBORO,TX,active,100.0,100.0,"state,city",strong
Fcn Bank N.A.,Brookville,IN,6058562,GENERATIONS COMMUNITY BANK,NMB,INDIANAPOLIS,IN,active,100.0,85.5,state,strong
Farmers Bank And Savings Company,Pomeroy,OH,58225,"FARMERS BANK AND SAVINGS COMPANY, THE",NMB,POMEROY,OH,active,100.0,92.8,"state,city",strong
Independent Farmers Bank,Maysville,MO,956152,INDEPENDENT FARMERS BANK,NMB,MAYSVILLE,MO,active,100.0,100.0,"state,city",strong
Banner Capital Bank,Harrisburg,NE,275255,BANNER CAPITAL BANK,NMB,HARRISBURG,NE,active,100.0,100.0,"state,city",strong
First Bank Kansas,Salina,KS,192558,FIRST BANK KANSAS,NMB,SALINA,KS,active,100.0,100.0,"state,city",strong
Keystone Business Credit,Bala Cynwyd,PA,23474,PITTSBURGH FIREFIGHTERS' FEDERAL CREDIT UNION,FCU,PITTSBURGH,PA,active,100.0,85.5,state,strong
Cbbc Bank,Maryville,TN,218131,CBBC BANK,NMB,MARYVILLE,TN,active,100.0,100.0,"state,city",strong
Freedom Bank Of Southern Missouri,Cassville,MO,2835103,FREEDOM BANK OF SOUTHERN MISSOURI,NMB,CASSVILLE,MO,active,100.0,100.0,"state,city",strong
First Pioneers Federal Credit Union,Lafayette,LA,600099,FIRST PIONEERS FEDERAL CREDIT UNION,FCU,LAFAYETTE,LA,active,100.0,100.0,"state,city",strong
Bank Of Franklin,Meadville,MS,68831,BANK OF FRANKLIN,NMB,MEADVILLE,MS,active,100.0,100.0,"state,city",strong
Tower Community Bank,Jasper,TN,989730,TOWER COMMUNITY BANK,NMB,JASPER,TN,active,100.0,100.0,"state,city",strong
City Employees Credit Union,Knoxville,TN,406590,CITY EMPLOYEES CREDIT UNION,SCU,KNOXVILLE,TN,active,100.0,100.0,"state,city",strong
Premier Auto Credit,Van Nuys,CA,47489,"CREDIT UNION OF SOUTHERN CALIFORNIA, A FEDERAL CREDIT UNION",FCU,ANAHEIM,CA,active,100.0,85.5,state,strong
Mortgage World Bankers,Astoria,NY,3878705,"MORTGAGE WORLD BANKERS, INC.",DEO,ASTORIA,NY,closed,100.0,88.0,"state,city",strong
Abilene Teachers Federal Credit Union,abilene,TX,877284,ABILENE TEACHERS FEDERAL CREDIT UNION,FCU,ABILENE,TX,active,100.0,100.0,"state,city",strong
China Citic Bank,Alhambra,CA,3189063,COMMERCIAL BANK OF CALIFORNIA,NMB,IRVINE,CA,active,100.0,85.5,state,strong
Brookline Municipal Credit Union,Brookline,MA,512099,BROOKLINE MUNICIPAL CREDIT UNION,SCU,BROOKLINE,MA,active,100.0,100.0,"state,city",strong
Illinois Bankers Association,Springfield,IL,820477,MIDLAND FEDERAL SAVINGS AND LOAN ASSOCIATION,CSA,BRIDGEVIEW,IL,active,100.0,85.5,"state,city",strong
Filer Credit Union,manistee,MI,852795,FILER CREDIT UNION,SCU,MANISTEE,MI,active,100.0,100.0,"state,city",strong
Texas Bridge Credit Union,Corp Christi,TX,131098,TEXAS BRIDGE CREDIT UNION,SCU,CORPUS CHRISTI,TX,active,100.0,100.0,"state,city",strong
Hope Federal Credit Union,Bridgeport,AR,562889,PINE FEDERAL CREDIT UNION,FCU,PINE BLUFF,AR,active,100.0,92.0,state,strong
The Fidelity Deposit And Discount Bank,Dunmore,PA,1007819,"FIDELITY DEPOSIT AND DISCOUNT BANK, THE",NMB,DUNMORE,PA,active,100.0,93.8,"state,city",strong
First National Bank Of Milaca,Milaca,MN,924357,"FIRST NATIONAL BANK OF MILACA, THE",NAT,MILACA,MN,active,100.0,92.1,"state,city",strong
Portage Community Bank,Ravenna,OH,2668598,PORTAGE COMMUNITY BANK,SMB,RAVENNA,OH,active,100.0,100.0,"state,city",strong
Knoxville Firefighters Federal Credit Union,Knoxville,TN,94782,KNOXVILLE FIREFIGHTERS FEDERAL CREDIT UNION,FCU,KNOXVILLE,TN,active,100.0,100.0,"state,city",strong
United National Bankcard Services,Columbia,MD,377672,NATIONAL INSTITUTES OF HEALTH FEDERAL CREDIT UNION,FCU,ROCKVILLE,MD,active,100.0,85.5,state,strong
My Healthcare Federal Credit Union,Gainesville,FL,143587,MY HEALTHCARE FEDERAL CREDIT UNION,FCU,GAINESVILLE,FL,closed,100.0,100.0,"state,city",strong
Centralalliance Credit Union,Neenah,WI,1018749,CENTRALALLIANCE CREDIT UNION,SCU,NEENAH,WI,closed,100.0,100.0,"state,city",strong
Pacific Coast Bankers' Bank,Walnut Creek,CA,2451240,PACIFIC COAST BANKERS' BANK,SMB,WALNUT CREEK,CA,active,100.0,100.0,"state,city",strong
First Citizens Bank Of Butte,Butte,MT,666358,FIRST CITIZENS BANK OF BUTTE,SMB,BUTTE,MT,closed,100.0,100.0,"state,city",strong
Summit Mortgage Bankers,Flushing,NY,3871434,"SUMMIT MORTGAGE BANKERS, INC.",DEO,NEW YORK,NY,active,100.0,88.5,state,strong
Century Bank Of The Ozarks,Gainesville,MO,904359,CENTURY BANK OF THE OZARKS,SMB,GAINESVILLE,MO,active,100.0,100.0,"state,city",strong
Shell Western States Federal Credit Union,Martinez,CA,986878,SHELL WESTERN STATES FEDERAL CREDIT UNION,FCU,MARTINEZ,CA,active,100.0,100.0,"state,city",strong
Savoy Bank,New York,NY,442011,GENERATIONS BANK,FSB,SENECA FALLS,NY,active,100.0,85.5,state,strong
Blue Water Federal Credit Union,Port Huron,MI,23586,BLUE WATER FEDERAL CREDIT UNION,FCU,PORT HURON,MI,active,100.0,100.0,"state,city",strong
Texoma Community Credit Union,Wichita Falls,TX,908290,TEXOMA COMMUNITY CREDIT UNION,SCU,WICHITA FALLS,TX,active,100.0,100.0,"state,city",strong
The Farmers State Bank And Trust Company,Jacksonville,KS,72351,FARMERS STATE BANK,NMB,WATHENA,KS,active,100.0,90.0,state,strong
Centex Citizens Credit Union,Mexia,TX,829498,CENTEX CITIZENS CREDIT UNION,SCU,MEXIA,TX,active,100.0,100.0,"state,city",strong
Exchange State Bank,Carsonville,IL,769334,EXCHANGE STATE BANK,NMB,LANARK,IL,active,100.0,100.0,state,strong
Ultima Bank Minnesota,Fosston,MN,225157,ULTIMA BANK MINNESOTA,NMB,WINGER,MN,active,100.0,100.0,state,strong
Anthem Bank & Trust,Plaquemine,LA,527178,ANTHEM BANK & TRUST,CSA,PLAQUEMINE,LA,active,100.0,100.0,"state,city",strong
Stc Capital Bank,Saint Charles,IL,340443,FIRST NATIONAL BANK IN PINCKNEYVILLE,NAT,PINCKNEYVILLE,IL,active,100.0,85.5,state,strong
Puget Sound Federal Credit Union,seattle,WA,187394,PUGET SOUND FEDERAL CREDIT UNION,FCU,SEATTLE,WA,closed,100.0,100.0,"state,city",strong
Central Oklahoma Federal Credit Union,Davenport,OK,1366963,CENTRAL OKLAHOMA FEDERAL CREDIT UNION,FCU,DAVENPORT,OK,closed,100.0,100.0,"state,city",strong
