input_name,input_city,input_state,rssd_id,matched_name,entity_type,matched_city,matched_state,status,composite_score,name_score,cues_matched,confidence
First Port City Bank,Bainbridge,GA,262237,FIRST PORT CITY BANK,NMB,BAINBRIDGE,GA,active,100.0,100.0,"state,city",strong
First Credit Finance,Van Nuys,CA,47489,"CREDIT UNION OF SOUTHERN CALIFORNIA, A FEDERAL CREDIT UNION",FCU,ANAHEIM,CA,active,100.0,85.5,state,strong
Bank Of Billings,Billings,MO,572347,BANK OF BILLINGS,NMB,BILLINGS,MO,active,100.0,100.0,"state,city",strong
Guardians Credit Union,West Palm Bch,FL,307697,GUARDIANS CREDIT UNION,SCU,WEST PALM BEACH,FL,active,100.0,100.0,"state,city",strong
Reliant Credit Repair,West Orange,NJ,72874,COUNTY EXCELLENCE FEDERAL CREDIT UNION,FCU,ROSELLE PARK,NJ,active,100.0,85.5,state,strong
First Bank Florida,Miami,FL,695134,FIRST CITY BANK OF FLORIDA,NMB,FORT WALTON BEACH,FL,closed,100.0,95.0,state,strong
Eco Credit Union,Birmingham,AL,758093,ECO CREDIT UNION,SCU,BIRMINGHAM,AL,active,100.0,100.0,"state,city",strong
Emigrant Savings Bank,New York,NY,601416,FIVE STAR BANK,SMB,ROCHESTER,NY,active,100.0,85.5,state,strong
Elliott Community Federal Credit Union,Jeannette,PA,727370,ELLIOTT COMMUNITY FEDERAL CREDIT UNION,FCU,JEANNETTE,PA,active,100.0,100.0,"state,city",strong
Upward Credit Union,Burlingame,CA,614395,UPWARD CREDIT UNION,SCU,BURLINGAME,CA,active,100.0,100.0,"state,city",strong
Dillard's Federal Credit Union,Little Rock,AR,231484,DILLARDS FEDERAL CREDIT UNION,FCU,NORTH LITTLE ROCK,AR,active,100.0,98.3,"state,city",strong
Merco Credit Union,Merced,CA,931597,MERCO CREDIT UNION,SCU,MERCED,CA,active,100.0,100.0,"state,city",strong
Jersey State Bank,Jerseyville,IL,482446,JERSEY STATE BANK,NMB,JERSEYVILLE,IL,active,100.0,100.0,"state,city",strong
Post Office Credit Union,Little Chute,WI,120195,POST OFFICE CREDIT UNION,SCU,MADISON,WI,closed,100.0,100.0,state,strong
Sunshine Community Bank,Tallahassee,FL,2929253,SUNSHINE STATE COMMUNITY BANK,NMB,PORT ORANGE,FL,closed,100.0,95.0,state,strong
Lawson Bank,Lawson,MO,1058941,"LAWSON BANCSHARES, INC.",BHC,LAWSON,MO,closed,100.0,85.7,"state,city",strong
Randolph Savings Bank,stoughton,MA,161273,TRUNORTH BANK,SMB,PEABODY,MA,active,100.0,85.5,state,strong
Texas Heritage Bank,Boerne,TX,824653,TEXAS HERITAGE NATIONAL BANK,NAT,DAINGERFIELD,TX,active,100.0,95.0,"state,city",strong
Metropolitan Bank Plc,Trois-Ponts,CA,534466,METROPOLITAN BANK,NMB,OAKLAND,CA,active,100.0,95.0,state,strong
Ibew Local 681 Credit Union,Wichita Falls,TX,302795,IBEW LOCAL 681 CREDIT UNION,SCU,WICHITA FALLS,TX,closed,100.0,100.0,"state,city",strong
Bison State Bank,Bison,KS,354,BISON STATE BANK,NMB,BISON,KS,active,100.0,100.0,"state,city",strong
New South Credit Union,Knoxville,TN,587592,NEW SOUTH CREDIT UNION,SCU,KNOXVILLE,TN,active,100.0,100.0,"state,city",strong
1St Community Bank,Sherrard,IL,338945,1ST COMMUNITY BANK,NMB,SHERRARD,IL,active,100.0,100.0,"state,city",strong
Community State Bank Of Orbisonia,Orbisonia,PA,121914,COMMUNITY STATE BANK OF ORBISONIA,NMB,ORBISONIA,PA,active,100.0,100.0,"state,city",strong
Northwoods Credit Union,Cloquet,MN,762791,NORTHWOODS CREDIT UNION,SCU,CLOQUET,MN,active,100.0,100.0,"state,city",strong
Southeastern Credit Union,Valdosta,GA,147688,SOUTHEASTERN CREDIT UNION,SCU,VALDOSTA,GA,active,100.0,100.0,"state,city",strong
Outer Banks Insurance,Kill Devil Hills,NC,2248703,"FIRST BANK INSURANCE SERVICES, INC",DEO,SOUTHERN PINES,NC,active,100.0,85.5,state,strong
Partners Bank Of Wisconsin,Marshfield,WI,114149,PARTNERS BANK,NMB,SPENCER,WI,active,100.0,90.0,state,strong
Ford County State Bank,Spearville,KS,540850,FORD COUNTY STATE BANK,NMB,SPEARVILLE,KS,active,100.0,100.0,"state,city",strong
Bank Of The Rockies,White Sulphur Spring,MT,475756,BANK OF THE ROCKIES,NMB,HELENA,MT,active,100.0,100.0,state,strong
Morgantown Bank & Trust,Morgantown,KY,330949,"MORGANTOWN BANK & TRUST COMPANY, INCORPORATED",NMB,MORGANTOWN,KY,active,100.0,90.0,"state,city",strong
Penn State Federal Credit Union,Bellefonte,PA,573586,PENN STATE FEDERAL CREDIT UNION,FCU,BELLEFONTE,PA,active,100.0,100.0,"state,city",strong
State Savings Bank Of Manistique,Manistique,MI,259956,"STATE SAVINGS BANK OF MANISTIQUE, THE",SMB,MANISTIQUE,MI,active,100.0,92.8,"state,city",strong
Smackover State Bank,Smackover,AR,676049,SMACKOVER STATE BANK,NMB,SMACKOVER,AR,active,100.0,100.0,"state,city",strong
Southern Security Federal Credit Union,Collierville,TN,378875,SOUTHERN SECURITY FEDERAL CREDIT UNION,FCU,COLLIERVILLE,TN,active,100.0,100.0,"state,city",strong
Bank Capital Services Corporation,Pittston,PA,3165094,BANK CAPITAL SERVICES LLC,DEO,PITTSTON,PA,active,100.0,86.7,"state,city",strong
Bank Of Clarendon,Manning,SC,3720,"BANK OF CLARENDON, THE",NMB,MANNING,SC,active,100.0,87.2,"state,city",strong
The Bank Of Kaukauna,Kaukauna,WI,380944,"BANK OF KAUKAUNA, THE",NMB,KAUKAUNA,WI,active,100.0,92.7,"state,city",strong
The Peoples Community Bank,Mazomanie,WI,420644,"PEOPLES COMMUNITY BANK, THE",NMB,MAZOMANIE,WI,active,100.0,93.2,"state,city",strong
Alcon Employees Federal Credit Union,Fort Worth,TX,606989,ALCON EMPLOYEES FEDERAL CREDIT UNION,FCU,FORT WORTH,TX,active,100.0,100.0,"state,city",strong
Treynor State Bank,Treynor,IA,952846,BANK,SMB,WAPELLO,IA,active,100.0,90.0,state,strong
The Bank Of Beaver City,Beaver,OK,137456,"BANK OF BEAVER CITY, THE",NMB,BEAVER,OK,active,100.0,93.0,"state,city",strong
Citizens State Bank Of Waverly,Waverly,MN,712059,UNITED PRAIRIE BANK,NMB,MOUNTAIN LAKE,MN,active,100.0,85.5,state,strong
First Security State Bank,Evansdale,UT,4457536,THRIVENT BANK,NMB,SALT LAKE CITY,UT,active,100.0,85.5,"state,city",strong
Credit Union Home Mortgage Solutions,Seattle,WA,212193,PEAK CREDIT UNION,SCU,LACEY,WA,active,100.0,85.5,state,strong
Southport Bank,Kenosha,WI,331076,FIRST FEDERAL BANK OF WISCONSIN,CSA,WAUKESHA,WI,active,100.0,85.5,"state,city",strong
Mills42 Federal Credit Union,Lowell,MA,211981,MILLS42 FEDERAL CREDIT UNION,FCU,LOWELL,MA,active,100.0,100.0,"state,city",strong
Mesquite Credit Union,Mesquite,TX,757096,MESQUITE CREDIT UNION,SCU,MESQUITE,TX,active,100.0,100.0,"state,city",strong
Abc Credit,Decatur,AL,181383,EMBLEM CREDIT UNION,SCU,GADSDEN,AL,active,100.0,85.5,state,strong
Peoples National Bank Of Kewanee,Kewanee,IL,823133,PEOPLES NATIONAL BANK OF KEWANEE,NAT,KEWANEE,IL,active,100.0,100.0,"state,city",strong
Bva Federal Credit Union,Belle Vernon,PA,379489,BVA FEDERAL CREDIT UNION,FCU,BELLE VERNON,PA,active,100.0,100.0,"state,city",strong
Local 804 Federal Credit Union,Long Island City,NY,901983,LOCAL 804 FEDERAL CREDIT UNION,FCU,LONG ISLAND CITY,NY,active,100.0,100.0,"state,city",strong
Magnolia Federal Credit Union,Jackson,MS,22972,MAGNOLIA FEDERAL CREDIT UNION,FCU,JACKSON,MS,active,100.0,100.0,"state,city",strong
Chattanooga Federal Employees Credit Union,Chattanooga,TN,685292,CHATTANOOGA FEDERAL EMPLOYEES CREDIT UNION,SCU,CHATTANOOGA,TN,active,100.0,100.0,"state,city",strong
Acipco Federal Credit Union,Birmingham,AL,806284,ACIPCO FEDERAL CREDIT UNION,FCU,BIRMINGHAM,AL,active,100.0,100.0,"state,city",strong
Credit Union Service Center,yorktown,VA,739382,LYNCHBURG MUNICIPAL EMPLOYEES FEDERAL CREDIT UNION,FCU,LYNCHBURG,VA,active,100.0,85.5,state,strong
L.a. Electrical Workers Credit Union,Pasadena,CA,207993,ELECTRICAL WORKERS CREDIT UNION,SCU,FRESNO,CA,closed,100.0,95.0,state,strong
First Bristol Federal Credit Union,Bristol,CT,984472,FIRST BRISTOL FEDERAL CREDIT UNION,FCU,BRISTOL,CT,closed,100.0,100.0,"state,city",strong
Denali. A Division Of Nuvision Credit Union,Huntington Beach,CA,222875,CORAZO CREDIT UNION,SCU,EL CENTRO,CA,active,100.0,85.5,state,strong
Members Advantage Community Credit Union,Barre,VT,825799,COMMUNITY CREDIT UNION,SCU,WOODBURY,VT,closed,100.0,90.0,state,strong
Calvin B Taylor Banking Company,Berlin,MD,39327,"CALVIN B. TAYLOR BANKING COMPANY OF BERLIN, MARYLAND",NMB,BERLIN,MD,active,100.0,87.1,"state,city",strong
The Poca Valley Bank,Walton,WV,609476,HUNTINGTON FEDERAL SAVINGS BANK,FSB,HUNTINGTON,WV,active,100.0,85.5,"state,city",strong
American Heritage National Bank,Long Prairie,MN,61757,AMERICAN HERITAGE NATIONAL BANK,NAT,LONG PRAIRIE,MN,active,100.0,100.0,"state,city",strong
Southern Mass Credit Union,Fairhaven,MA,243777,MASSACHUSETTS INSTITUTE OF TECHNOLOGY FEDERAL CREDIT UNION,FCU,CAMBRIDGE,MA,active,100.0,85.5,state,strong
Partners Financial Federal Credit Union,Henrico,VA,615383,PARTNERS FINANCIAL FEDERAL CREDIT UNION,FCU,GLEN ALLEN,VA,closed,100.0,100.0,state,strong
Pinal County Federal Credit Union,Casa Grande,AZ,340489,PINAL COUNTY FEDERAL CREDIT UNION,FCU,CASA GRANDE,AZ,active,100.0,100.0,"state,city",strong
York County Federal Credit Union,Brunswick,ME,945080,YORK COUNTY FEDERAL CREDIT UNION,FCU,SANFORD,ME,closed,100.0,100.0,state,strong
Illinois Community Credit Union,Genoa,IL,62790,ILLINOIS COMMUNITY CREDIT UNION,SCU,SYCAMORE,IL,closed,100.0,100.0,state,strong
Southcoast Community Bank,Mount Pleasant,SC,2794732,OPTUS BANK,NMB,COLUMBIA,SC,active,100.0,85.5,state,strong
All State Credit Plan,abbeville,LA,114774,"ABBEVILLE BUILDING AND LOAN, A STATE CHARTERED SAVINGS BANK",SSB,ABBEVILLE,LA,active,100.0,85.5,"state,city",strong
Midland Credit Union,Urbandale,IA,816591,MIDLAND CREDIT UNION,SCU,URBANDALE,IA,active,100.0,100.0,"state,city",strong
Woodford State Bank,Monroe,WI,93244,WOODFORD STATE BANK,NMB,MONROE,WI,active,100.0,100.0,"state,city",strong
Glenwood State Bank,Glenwood,MN,975854,GLENWOOD STATE BANK (INCORPORATED),NMB,GLENWOOD,MN,active,100.0,90.0,"state,city",strong
Cambridge Teachers Federal Credit Union,cambridge,MA,509071,CAMBRIDGE TEACHERS FEDERAL CREDIT UNION,FCU,CAMBRIDGE,MA,closed,100.0,100.0,"state,city",strong
Lexington Postal Community Credit Union,Lexington,KY,658791,LEXINGTON POSTAL COMMUNITY CREDIT UNION,SCU,LEXINGTON,KY,active,100.0,100.0,"state,city",strong
Talbot State Bank,Woodland,GA,577230,TALBOT STATE BANK,NMB,WOODLAND,GA,active,100.0,100.0,"state,city",strong
Forward Financial Credit Union,Niagara,WI,944298,FORWARD FINANCIAL CREDIT UNION,SCU,NIAGARA,WI,active,100.0,100.0,"state,city",strong
First Colorado National Bank,Paonia,CO,513256,FIRST NATIONAL BANK COLORADO,NAT,LAS ANIMAS,CO,active,100.0,95.0,"state,city",strong
Fire Fighters Credit Union,Tulsa,OK,524195,FIRE FIGHTERS CREDIT UNION,SCU,TULSA,OK,active,100.0,100.0,"state,city",strong
Communities Of Abilene Federal Credit Union,Abilene,TX,771485,COMMUNITIES OF ABILENE FEDERAL CREDIT UNION,FCU,ABILENE,TX,active,100.0,100.0,"state,city",strong
Sterling Commercial Credit,Brighton,MI,607388,ORSA CREDIT UNION,SCU,PLYMOUTH,MI,active,100.0,85.5,state,strong
First Legacy Community Credit Union,Tarboro,NC,176071,FIRST LEGACY COMMUNITY CREDIT UNION,SCU,CHARLOTTE,NC,closed,100.0,100.0,state,strong
Electric Machinery Employees Credit Union,Minneapolis,MN,64794,ELECTRIC MACHINERY EMPLOYEE CREDIT UNION,SCU,MINNEAPOLIS,MN,active,100.0,98.8,"state,city",strong
Bankcard,Van Nuys,KS,171656,CARSON BANK,NMB,MULVANE,KS,active,93.1,70.0,"state,city",strong
Virginia Educators Credit Union,Newport News,VA,985992,VIRGINIA EDUCATORS' CREDIT UNION,SCU,NEWPORT NEWS,VA,active,100.0,98.4,"state,city",strong
Bragg Mutual Federal Credit Union,Fayetteville,NC,454283,BRAGG MUTUAL FEDERAL CREDIT UNION,FCU,FAYETTEVILLE,NC,active,100.0,100.0,"state,city",strong
"The First State Bank Of Pond Creek, Oklahoma",Pond Creek,OK,41553,FIRST STATE BANK,SMB,ANADARKO,OK,active,100.0,90.0,state,strong
Leatherstocking Region Federal Credit Union,cooperstown,NY,429580,LEATHERSTOCKING REGION FEDERAL CREDIT UNION,FCU,COOPERSTOWN,NY,active,100.0,100.0,"state,city",strong
Bank Of Millbrook,Millbrook,NY,175609,BANK OF MILLBROOK,SMB,MILLBROOK,NY,active,100.0,100.0,"state,city",strong
The First National Bank Of Dennison,Dennison,OH,298713,FIRST NATIONAL BANK,NAT,GROVE CITY,OH,closed,100.0,90.0,state,strong
Royal Bank-USA,Gays Mills,WI,3597798,ROYAL STATUTORY TRUST I,DEO,ELROY,WI,active,100.0,85.5,state,strong
Powell Valley National Bank,Jonesville,VA,31826,POWELL VALLEY NATIONAL BANK,NAT,JONESVILLE,VA,active,100.0,100.0,"state,city",strong
Community Savings Bank,Bethel,IA,646743,COMMUNITY SAVINGS BANK,NMB,EDGEWOOD,IA,active,100.0,100.0,state,strong
Nordstrom Federal Credit Union,Seattle,WA,266075,NORDSTROM FEDERAL CREDIT UNION,FCU,EVERETT,WA,active,100.0,100.0,state,strong
Commercial Banking Company,Valdosta,GA,381932,COMMERCIAL BANKING COMPANY,FSB,VALDOSTA,GA,active,100.0,100.0,"state,city",strong
First National Bank Of Coffee County,Douglas,GA,1892154,FIRST NATIONAL BANK OF COFFEE COUNTY,NAT,DOUGLAS,GA,active,100.0,100.0,"state,city",strong
Citizens National Bank Of Greater St. Louis,Maplewood,MO,242257,PSB BANK,NMB,RHINELAND,MO,active,100.0,85.5,state,strong
Memphis City Employees Credit Union,Memphis,TN,317397,MEMPHIS CITY EMPLOYEES CREDIT UNION,SCU,MEMPHIS,TN,active,100.0,100.0,"state,city",strong
Deer Valley Credit Union,Phoenix,AZ,576381,DEER VALLEY CREDIT UNION,SCU,PHOENIX,AZ,closed,100.0,100.0,"state,city",strong
Great Nations Bank,Norman,OK,3599804,GREAT NATIONS BANK,NMB,NORMAN,OK,active,100.0,100.0,"state,city",strong
Central Credit Union Of Maryland,Baltimore,MD,1018806,CENTRAL CREDIT UNION OF MARYLAND,SCU,TOWSON,MD,closed,100.0,100.0,state,strong
Eureka Savings Bank,La Salle,IL,587677,EUREKA SAVINGS BANK,SSB,LA SALLE,IL,active,100.0,100.0,"state,city",strong
Camino Real Mortgage Bankers,San Fernando,CA,3877294,CAMINO REAL MORTGAGE BROKERS,DEO,SAN FERNANDO,CA,active,100.0,92.9,"state,city",strong
Hampton Roads Educators Credit Union,Hampton,VA,936592,HAMPTON ROADS EDUCATORS CREDIT UNION,SCU,HAMPTON,VA,active,100.0,100.0,"state,city",strong
Alaska Air Group Credit Union,Seatac,WA,509286,ALASKA AIR GROUP FEDERAL CREDIT UNION,FCU,SEATAC,WA,active,100.0,95.0,"state,city",strong
Cbw Bank,Weir,KS,71859,CBW BANK,NMB,WEIR,KS,active,100.0,100.0,"state,city",strong
Compucredit,Atlanta,GA,1226272,UNITED FAMILY EMPL CREDIT UNION,SCU,ATLANTA,GA,closed,97.5,65.5,"state,city",strong
Vickswood Federal Credit Union,Vicksburg,MS,804196,VICKSWOOD FEDERAL CREDIT UNION,FCU,VICKSBURG,MS,active,100.0,100.0,"state,city",strong
Feliciana Federal Credit Union,Zachary,LA,83281,FELICIANA FEDERAL CREDIT UNION,FCU,ZACHARY,LA,active,100.0,100.0,"state,city",strong
Credit Union Employment Resources,Plano,TX,585495,OPENLAND CREDIT UNION,SCU,LEAGUE CITY,TX,active,100.0,85.5,"state,city",strong
Cross Valley Federal Credit Union,Wilkes Barre,PA,166287,CROSS VALLEY FEDERAL CREDIT UNION,FCU,WILKES BARRE,PA,active,100.0,100.0,"state,city",strong
Wssc Federal Credit Union,Laurel,MD,899987,WSSC FEDERAL CREDIT UNION,FCU,LAUREL,MD,active,100.0,100.0,"state,city",strong
Lewis & Clark Bank,Oregon City,OR,3489071,LEWIS & CLARK BANK,NMB,OREGON CITY,OR,closed,100.0,100.0,"state,city",strong
Creditguard Of America,Fort Lauderdale,FL,212036,BESSEMER TRUST COMPANY OF FLORIDA,NTC,WEST PALM BEACH,FL,active,100.0,85.5,state,strong
The Community Bank,Bridgeport,TX,572655,COMMUNITY BANK,NMB,LONGVIEW,TX,active,100.0,95.0,state,strong
Bank Of The Valley,Bellwood,NE,478195,BANK OF THE VALLEY,NMB,BELLWOOD,NE,active,100.0,100.0,"state,city",strong
Eecu Credit Union,fort worth,TX,820598,EECU,SCU,FORT WORTH,TX,active,100.0,90.0,"state,city",strong
Campco Federal Credit Union,Gillette,WY,674081,CAMPCO FEDERAL CREDIT UNION,FCU,GILLETTE,WY,active,100.0,100.0,"state,city",strong
Woodside Credit Corporation,Newport Beach,CA,987987,BEVERLY HILLS CITY EMPLOYEES FEDERAL CREDIT UNION,FCU,BEVERLY HILLS,CA,active,100.0,85.5,state,strong
State Bank Of Chilton,Chilton,WI,120542,STATE BANK OF CHILTON,NMB,CHILTON,WI,active,100.0,100.0,"state,city",strong
Nafcu (National Association Of Federal Credit Unions),arlington,VA,13390,BAYPORT FEDERAL CREDIT UNION,FCU,NEWPORT NEWS,VA,active,100.0,85.5,state,strong
Flowers Foods Employees Credit League,Thomasville,GA,287294,FLOWERS EMPLOYEES CREDIT LEAGUE CREDIT UNION,SCU,THOMASVILLE,GA,closed,100.0,86.6,"state,city",strong
Creighton Federal Credit Union,Omaha,NE,220684,CREIGHTON FEDERAL CREDIT UNION,FCU,OMAHA,NE,closed,100.0,100.0,"state,city",strong
Texas Citizens Bank,Pasadena,CA,3189063,COMMERCIAL BANK OF CALIFORNIA,NMB,IRVINE,CA,active,100.0,85.5,state,strong
Pwc Employees Credit Union,Woodbridge,VA,974594,PWH EMPLOYEES CREDIT UNION,SCU,MANASSAS,VA,closed,100.0,96.2,state,strong
First National Bank Of Dryden,Dryden,NY,241009,"FIRST NATIONAL BANK OF DRYDEN, THE",NAT,DRYDEN,NY,active,100.0,92.1,"state,city",strong
Genesee Co-Op Federal Credit Union,Rochester,NY,859299,GENESEE CO-OP FEDERAL CREDIT UNION,FCU,ROCHESTER,NY,active,100.0,100.0,"state,city",strong
Cities Credit Union,Vadnais Heights,MN,534699,CITIES CREDIT UNION,SCU,VADNAIS HEIGHTS,MN,closed,100.0,100.0,"state,city",strong
First National Bank And Trust Company Of Weatherford,Weatherford,TX,614368,FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD DBA FIRST BANK TEXAS,NAT,WEATHERFORD,TX,active,100.0,95.0,"state,city",strong
Friend Bank,Slocomb,AL,244037,FRIEND BANK,NMB,SLOCOMB,AL,active,100.0,100.0,"state,city",strong
Up Catholic Credit Union,marquette,MI,995991,ALLIANCE CATHOLIC CREDIT UNION,SCU,FARMINGTON HILLS,MI,active,100.0,88.7,state,strong
Highland State Bank,Highland,WI,681249,HIGHLAND STATE BANK,NMB,HIGHLAND,WI,active,100.0,100.0,"state,city",strong
The Chesapeake Bank & Trust Company,Chestertown,MD,304520,CHESAPEAKE BANK & TRUST COMPANY,NMB,CHESTERTOWN,MD,active,100.0,95.0,"state,city",strong
Meadowbrook Financial Mortgage Bankers,Westbury,NY,4320247,MEADOWBROOK FINANCIAL MORTGAGE,DEO,BALDWIN,NY,active,100.0,95.0,state,strong
First National Bank Of Hartford,Hartford,WI,443353,UNITY BANK,NMB,AUGUSTA,WI,active,100.0,85.5,state,strong
Global Financial Credit,Huntersville,NC,5727768,"LIVE OAK FINANCIAL TECHNOLOGIES, LLC",DPS,WILMINGTON,NC,active,100.0,85.5,state,strong
Morehead Community Federal Credit Union,Morehead,KY,33183,MOREHEAD COMMUNITY FEDERAL CREDIT UNION,FCU,MOREHEAD,KY,active,100.0,100.0,"state,city",strong
First And People's Bank & Trust Co.,Russell,KY,391418,FIRST & PEOPLES BANK AND TRUST COMPANY,NMB,RUSSELL,KY,active,100.0,85.9,"state,city",strong
Great Eastern Bank Of Florida,Miami,FL,3370133,SUNRISE BANK,NMB,ORLANDO,FL,active,100.0,85.5,state,strong
Century Credit Union,Saint Louis,MO,449092,CENTURY CREDIT UNION,SCU,SAINT LOUIS,MO,active,100.0,100.0,"state,city",strong
Boundary Waters Bank,ELY,MN,13952,BOUNDARY WATERS STATE BANK,NMB,ELY,MN,closed,100.0,95.0,"state,city",strong
Chesapeake Bank Of Maryland,Parkville,MD,189727,BANK OF MARYLAND,NMB,SEAT PLEASANT,MD,closed,100.0,90.0,state,strong
New Bank USA,Flushing,NY,93619,"STATE STREET BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",MTC,NEW YORK,NY,active,100.0,85.5,state,strong
Farmers And Mechanics Federal Savings Bank,Bloomfield,IN,412872,FARMERS AND MECHANICS FEDERAL SAVINGS BANK,SSB,BLOOMFIELD,IN,active,100.0,100.0,"state,city",strong
Spring Valley Bank,Wyoming,OH,2607412,SPRING VALLEY BANK,NMB,WYOMING,OH,active,100.0,100.0,"state,city",strong
Whitney National Bank,New Orleans,LA,420578,CATALYST BANK,CSA,OPELOUSAS,LA,active,100.0,85.5,state,strong
First Heritage Bank,Snohomish,KS,922157,FIRST HERITAGE BANK,NMB,CENTRALIA,KS,active,100.0,100.0,state,strong
Bank Of Tescott,Tescott,KS,54058,"BANK OF TESCOTT, THE",NMB,TESCOTT,KS,active,100.0,85.7,"state,city",strong
Lisbon Community Federal Credit Union,Lisbon,ME,950486,LISBON COMMUNITY FEDERAL CREDIT UNION,FCU,LISBON,ME,active,100.0,100.0,"state,city",strong
Luso Federal Credit Union,Ludlow,MA,110785,LUSO FEDERAL CREDIT UNION,FCU,LUDLOW,MA,active,100.0,100.0,"state,city",strong
National Bank Of Middlebury,Middlebury,VT,173306,NATIONAL BANK OF MIDDLEBURY,NAT,MIDDLEBURY,VT,active,100.0,100.0,"state,city",strong
Community Bankshares,,GA,3368176,COMMUNITY BANKSHARES CAPITAL TRUST I,DEO,CORNELIA,GA,active,100.0,90.0,state,strong
Compass Savings Bank,Wilmerding,PA,373272,COMPASS SAVINGS BANK,SSB,WILMERDING,PA,active,100.0,100.0,"state,city",strong
Promedica Federal Credit Union,Toledo,OH,651082,PROMEDICA FEDERAL CREDIT UNION,FCU,TOLEDO,OH,active,100.0,100.0,"state,city",strong
Beverly Bank,Beverly,IL,3216017,"BEVERLY BANK & TRUST COMPANY, NATIONAL ASSOCIATION",NAT,CHICAGO,IL,active,100.0,90.0,state,strong
The Sumitomo Trust & Banking,,NY,93619,"STATE STREET BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",MTC,NEW YORK,NY,active,99.5,85.5,state,strong
Kings Federal Credit Union,Hanford,CA,852487,KINGS FEDERAL CREDIT UNION,FCU,HANFORD,CA,active,100.0,100.0,"state,city",strong
Farmers And Miners Bank,Pennington Gap,VA,658924,FARMERS AND MINERS BANK,SMB,PENNINGTON GAP,VA,active,100.0,100.0,"state,city",strong
Consumer Credit Agency,Downey,AR,5786372,PEOPLE TRUST COMMUNITY FEDERAL CREDIT UNION,FCU,NORTH LITTLE ROCK,AR,active,100.0,85.5,state,strong
State Bank Of Toulon,Toulon,IL,535940,STATE BANK OF TOULON,NMB,TOULON,IL,active,100.0,100.0,"state,city",strong
Salin Bank & Trust Company,Indianapolis,IN,208244,OLD NATIONAL BANK,NAT,EVANSVILLE,IN,active,100.0,85.5,state,strong
Tennessee Bank & Trust,Nashville,TN,340135,BANK OF TENNESSEE,NMB,KINGSPORT,TN,active,100.0,85.8,state,strong
Northern State Bank Of Virginia,Virginia,MN,774253,NORTHERN STATE BANK OF VIRGINIA,NMB,VIRGINIA,MN,active,100.0,100.0,"state,city",strong
Usagencies Credit Union,Portland,OR,100683,HERITAGE GROVE FEDERAL CREDIT UNION,FCU,SALEM,OR,active,100.0,85.5,state,strong
First Merit Bank,westchester,IL,416339,FIRST SECURITY BANK,NMB,MACKINAW,IL,active,100.0,85.7,state,strong
Millville Savings Bank,Millville,NJ,814476,MILLVILLE SAVINGS BANK,SSB,MILLVILLE,NJ,active,100.0,100.0,"state,city",strong
First National Bank Of Scotia,Scotia,NY,472616,FIRST NATIONAL BANK OF SCOTIA,NAT,SCOTIA,NY,active,100.0,100.0,"state,city",strong
Canton Co-Operative Bank,Canton,MA,379470,CANTON CO-OPERATIVE BANK,SMB,CANTON,MA,active,100.0,100.0,"state,city",strong
Midland National Bank,Milwaukee,WI,576644,BANK CMG,SMB,MADISON,WI,active,100.0,85.5,state,strong
Hawaii Central Federal Credit Union,Honolulu,HI,710390,HAWAII CENTRAL FEDERAL CREDIT UNION,FCU,HONOLULU,HI,active,100.0,100.0,"state,city",strong
